brand,# of data,mean,sd,median,min,max,q1,q3
듀퐁ACC,72,667458.89,696541.18,340470.0,9000.0,3483270.0,208650.0,1213470.0
헤지스 남성,7,21600.00,2041.01,21600.0,18900.0,24300.0,20250.0,22950.0
