total : 746
0	-	10000	:	1
10000	-	20000	:	13
20000	-	30000	:	61
30000	-	40000	:	163
40000	-	50000	:	234
50000	-	60000	:	104
60000	-	70000	:	62
70000	-	80000	:	30
80000	-	90000	:	19
90000	-	100000	:	17
100000	-	110000	:	8
110000	-	120000	:	7
120000	-	130000	:	5
130000	-	140000	:	7
140000	-	150000	:	1
150000	-	160000	:	4
160000	-	170000	:	1
170000	-	180000	:	1
180000	-	190000	:	1
190000	-	200000	:	3
200000	-	210000	:	1
290000	-	300000	:	2
320000	-	330000	:	1
